ï»¿Unidade da FederaÃ§Ã£o,Ãrea,Sexo,Idade,Cor ou raÃ§a,VÃ­tima sofreu violÃªncia,Tipo de violÃªncia,Meio de violÃªncia,Local da violÃªncia,Autor da violÃªncia,Vitima buscou ajuda,Vitima recebeu atendimento,Vitima registrou ocorrÃªncia,Tipo de serviÃ§o de saÃºde procurado,Recebeu acompanhamento psicolÃ³gico,Recebeu atendimento social,Recebeu acompanhamento legal,FrequÃªncia da violÃªncia,Tipo de violÃªncia sofrida,Meio utilizado na violÃªncia,Local da agressÃ£o,Parentesco com agressor,Vitima denunciou,Agressor foi responsabilizado,Recebeu orientaÃ§Ã£o legal,Local de atendimento mÃ©dico,Recebeu atendimento mÃ©dico imediato,Recebeu atendimento posterior
Parã¡,Urbano,Feminino,63,Preta,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Residãªncia,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,18,Parda,Sim,Sexual,"Com Objeto Contundente (Pau, Cassetete, Barra De Ferro, Pedra)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Sim,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,19,Parda,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,19,Parda,Sim,Outro,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,30,Preta,Sim,Psicolã³Gica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Sim,Uma Vez,Psicolã³Gica,Por Meio De Palavras Ofensivas,Residãªncia,Irmã£O(Ã£),Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,34,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Residãªncia,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,30,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,19,Branca,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,19,Preta,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,28,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Sim,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,24,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,25,Parda,Sim,Psicolã³Gica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,42,Branca,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,Outro,Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,31,Parda,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,23,Parda,Sim,Psicolã³Gica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,28,Branca,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Sim,Uma Vez,Outra,Com Forã§A Corporal,Residãªncia,Irmã£O(Ã£),Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,35,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,28,Branca,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,34,Branca,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,23,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,54,Parda,Sim,Fã­Sica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,22,Branca,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,22,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,42,Branca,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,30,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,42,Preta,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,44,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,36,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,35,Parda,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,29,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,29,Preta,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,50,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,24,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Outro,"Bandido, Ladrã£O Ou Assaltante",Sim,Sim,Sim,Pronto-Socorro Ou Emergãªncia De Hospital Pãºblico,Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,39,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,48,Preta,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,32,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,25,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Sim,Uma Vez,Fã­Sica,Com Forã§A Corporal,Residãªncia,Ex-Cã´Njuge/Ex-Companheiro(A)/Ex-Namorado(A),Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,41,Branca,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,18,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Parã¡,Urbano,Feminino,39,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
