ï»¿Unidade da FederaÃ§Ã£o,Ãrea,Sexo,Idade,Cor ou raÃ§a,VÃ­tima sofreu violÃªncia,Tipo de violÃªncia,Meio de violÃªncia,Local da violÃªncia,Autor da violÃªncia,Vitima buscou ajuda,Vitima recebeu atendimento,Vitima registrou ocorrÃªncia,Tipo de serviÃ§o de saÃºde procurado,Recebeu acompanhamento psicolÃ³gico,Recebeu atendimento social,Recebeu acompanhamento legal,FrequÃªncia da violÃªncia,Tipo de violÃªncia sofrida,Meio utilizado na violÃªncia,Local da agressÃ£o,Parentesco com agressor,Vitima denunciou,Agressor foi responsabilizado,Recebeu orientaÃ§Ã£o legal,Local de atendimento mÃ©dico,Recebeu atendimento mÃ©dico imediato,Recebeu atendimento posterior
Sergipe,Urbano,Feminino,33,Preta,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,29,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Sim,Consultã³Rio Particular Ou Clã­Nica Privada,Nã£O,Sim,Sim,Quase Diariamente,Fã­Sica,Com Forã§A Corporal,Residãªncia,Cã´Njuge/Companheiro(A)/Namorado(A),Sim,Sim,Sim,Consultã³Rio Particular Ou Clã­Nica Privada,Nã£O,Sim
Sergipe,Urbano,Feminino,32,Parda,Sim,Outro,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Trabalho,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,47,Preta,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,30,Parda,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Sim,Uma Vez,Psicolã³Gica,Por Meio De Palavras Ofensivas,Residãªncia,Irmã£O(Ã£),Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,23,Preta,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Residãªncia,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,37,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Residãªncia,"Bandido, Ladrã£O Ou Assaltante",Sim,Sim,Sim,No Local Da Violãªncia,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,47,Parda,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,35,Branca,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Trabalho,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,40,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,32,Parda,Sim,Psicolã³Gica,Outro,Banco/Caixa Eletrã´Nico/Lotã©Rica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,23,Parda,Sim,Outro,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,18,Branca,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,60,Parda,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Sim,Hospital Pãºblico/Ambulatã³Rio,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,23,Parda,Sim,Outro,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,27,Parda,Sim,Outro,Outro,Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Rural,Feminino,30,Parda,Sim,Fã­Sica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Rural,Feminino,39,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,31,Branca,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Banco/Caixa Eletrã´Nico/Lotã©Rica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,34,Parda,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Sim,Hospital Pãºblico/Ambulatã³Rio,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Sergipe,Urbano,Feminino,34,Amarela,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,36,Branca,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,49,Preta,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,Agente Legal Pãºblico,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,42,Preta,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,22,Branca,Sim,Psicolã³Gica,"Com Objeto Pã©Rfuro-Cortante (Faca, Navalha, Punhal, Tesoura)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,19,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,30,Preta,Sim,Psicolã³Gica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Residãªncia,Agente Legal Pãºblico,Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Sim,De Trãªs A Seis Vezes,Psicolã³Gica,Por Meio De Palavras Ofensivas,Residãªncia,Padrasto/Madrasta,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,42,Branca,Sim,Psicolã³Gica,"Com Objeto Contundente (Pau, Cassetete, Barra De Ferro, Pedra)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,40,Branca,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,45,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Trabalho,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,60,Branca,Sim,Fã­Sica,Outro,Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,19,Preta,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,40,Preta,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Via Pãºblica,Outro,Nã£O,Sim,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,36,Parda,Sim,Fã­Sica,"Com Forã§A Corporal, Espancamento (Tapa, Murro, Empurrã£O)",Residãªncia,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,24,Amarela,Sim,Outro,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,Outro,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,24,Preta,Sim,Fã­Sica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Sim,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,30,Parda,Sim,Outro,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Outro,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,44,Parda,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,24,Parda,Sim,Psicolã³Gica,"Com Arma De Fogo (Revã³Lver, Escopeta, Pistola)",Via Pãºblica,"Bandido, Ladrã£O Ou Assaltante",Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
Bahia,Urbano,Feminino,43,Preta,Sim,Psicolã³Gica,"Por Meio De Palavras Ofensivas, Xingamentos Ou Palavrãµes",Residãªncia,Agente Legal Pãºblico,Nã£O,Nã£O,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel,Nã£O Aplicã¡Vel
