ï»¿Unidade da FederaÃ§Ã£o;Ãrea;Sexo;Idade;Cor ou raÃ§a;Ofensa/humilhaÃ§Ã£o em pÃºblico (12 meses);Gritos/xingamentos (12 meses);AmeaÃ§as/redes sociais (12 meses);AmeaÃ§a contra pessoa importante (12 meses);Destruiu algo seu (12 meses);FrequÃªncia da violÃªncia psicolÃ³gica;Autor da violÃªncia psicolÃ³gica;Local da violÃªncia psicolÃ³gica;AgressÃ£o fÃ­sica: tapa/bofetada;AgressÃ£o fÃ­sica: empurrÃ£o/segurar/jogar objeto;AgressÃ£o fÃ­sica: soco/chute/puxÃ£o de cabelo;AgressÃ£o fÃ­sica: estrangular/asfixiar/queimar;AgressÃ£o fÃ­sica com arma (faca, arma de fogo);FrequÃªncia da agressÃ£o fÃ­sica;Autor da agressÃ£o fÃ­sica;Local da agressÃ£o fÃ­sica;ViolÃªncia sexual (12 meses): toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual (12 meses): ameaÃ§a/forÃ§ar ato sexual;ViolÃªncia sexual na vida: toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual na vida: ameaÃ§a/forÃ§ar ato sexual;FrequÃªncia da violÃªncia sexual;Autor da violÃªncia sexual;Local da violÃªncia sexual;Deixou de realizar atividades por causa da violÃªncia sexual;ConsequÃªncia fÃ­sica por ato sexual forÃ§ado;ConsequÃªncia psicolÃ³gica por ato sexual forÃ§ado;DST ou gravidez por ato sexual forÃ§ado;Buscou atendimento de saÃºde;Recebeu atendimento de saÃºde;Local do atendimento de saÃºde;InternaÃ§Ã£o por 24h ou mais
Paranã¡;Urbano;Feminino;45;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Pessoa Desconhecida;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Consultã³Rio/Clã­Nica Privada;Nã£O,
Paranã¡;Urbano;Feminino;39;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Uma Vez;Outro Parente;Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Pronto Atendimento Privado;Nã£O,
Paranã¡;Urbano;Feminino;29;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Sim;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;36;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;27;Preta;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Consultã³Rio/Clã­Nica Privada;Nã£O,
Paranã¡;Urbano;Feminino;31;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;58;Branca;Nã£O;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;69;Branca;Nã£O;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Pessoa Desconhecida;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;32;Branca;Nã£O;Sim;Sim;Sim;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;56;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;66;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;53;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;22;Amarela;Nã£O;Sim;Nã£O;Sim;Nã£O;Uma Vez;Outro;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;20;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;25;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;31;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;25;Branca;Nã£O;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Pai/Mã£E/Padrasto/Madrasta;Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Pai/Mã£E/Padrasto/Madrasta;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;56;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Outro;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;20;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Pai/Mã£E/Padrasto/Madrasta;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;40;Branca;Nã£O;Sim;Nã£O;Sim;Sim;Uma Vez;Outro;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;34;Branca;Nã£O;Nã£O;Sim;Nã£O;Nã£O;Uma Vez;Irmã£O(Ã£);Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;61;Branca;Nã£O;Nã£O;Nã£O;Nã£O;Sim;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;41;Branca;Sim;Sim;Sim;Nã£O;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Consultã³Rio/Clã­Nica Privada;Nã£O,
Paranã¡;Urbano;Feminino;43;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;61;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Irmã£O(Ã£);Outro;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;31;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Pai/Mã£E/Padrasto/Madrasta;Residãªncia;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;51;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;59;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;50;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Namorado(A)/Ex;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;69;Preta;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Muitas Vezes;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;71;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Pessoa Desconhecida;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;36;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Pessoa Desconhecida;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;36;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;21;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Namorado(A)/Ex;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;30;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Uma Vez;Pessoa Desconhecida;Via Pãºblica;Sim;Nã£O;Sim;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;61;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Uma Vez;Pessoa Desconhecida;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Sim;Uma Vez;Pessoa Desconhecida;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ubs/Psf;Nã£O,
Paranã¡;Urbano;Feminino;20;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Namorado(A)/Ex;Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;67;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;23;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;27;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Outro;Sim;Nã£O;Sim;Nã£O;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Outro;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Paranã¡;Urbano;Feminino;23;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
